,Unnamed: 0,Unnamed: 0.1,review,label,TOKENIZATION,TF,STOPWORD,REVIEW,BERSIH,polarity
282,282,282,bagus dan bersih,positif,"['bagus', 'dan', 'bersih']",<FreqDist with 3 samples and 3 outcomes>,"['bagus', 'bersih']","['bagus', 'bersih']",bagus bersih,1
283,283,283,iya,negatif,['iya'],<FreqDist with 1 samples and 1 outcomes>,['iya'],['iya'],iya,-1
284,284,284,bagus,positif,['bagus'],<FreqDist with 1 samples and 1 outcomes>,['bagus'],['bagus'],bagus,1
285,285,285,pantai yang bagus,positif,"['pantai', 'yang', 'bagus']",<FreqDist with 3 samples and 3 outcomes>,"['pantai', 'bagus']","['pantai', 'bagus']",pantai bagus,1
286,286,286,pemandangan yang bagus,positif,"['pemandangan', 'yang', 'bagus']",<FreqDist with 3 samples and 3 outcomes>,"['pemandangan', 'bagus']","['pandang', 'bagus']",pandang bagus,1
287,287,287,matahari terbenam yang bagus,positif,"['matahari', 'terbenam', 'yang', 'bagus']",<FreqDist with 4 samples and 4 outcomes>,"['matahari', 'terbenam', 'bagus']","['matahari', 'benam', 'bagus']",matahari benam bagus,1
288,288,288,luar biasa,positif,"['luar', 'biasa']",<FreqDist with 2 samples and 2 outcomes>,[],[],,1
289,289,289,perlu perhatian pemerintah,negatif,"['perlu', 'perhatian', 'pemerintah']",<FreqDist with 3 samples and 3 outcomes>,"['perhatian', 'pemerintah']","['perhati', 'perintah']",perhati perintah,-1
290,290,290,keren,positif,['keren'],<FreqDist with 1 samples and 1 outcomes>,['keren'],['keren'],keren,1
291,291,291,luar biasa,positif,"['luar', 'biasa']",<FreqDist with 2 samples and 2 outcomes>,[],[],,1
292,292,292,pantai yang bagus,positif,"['pantai', 'yang', 'bagus']",<FreqDist with 3 samples and 3 outcomes>,"['pantai', 'bagus']","['pantai', 'bagus']",pantai bagus,1
293,293,293,bagus,positif,['bagus'],<FreqDist with 1 samples and 1 outcomes>,['bagus'],['bagus'],bagus,1
294,294,294,perdamaian,negatif,['perdamaian'],<FreqDist with 1 samples and 1 outcomes>,['perdamaian'],['damai'],damai,-1
295,295,295,baik,positif,['baik'],<FreqDist with 1 samples and 1 outcomes>,[],[],,1
296,296,296,hanya relaaaaxxxxxx,negatif,"['hanya', 'relaaaaxxxxxx']",<FreqDist with 2 samples and 2 outcomes>,['relaaaaxxxxxx'],['relaaaaxxxxxx'],relaaaaxxxxxx,-1
297,297,297,cukup baik,positif,"['cukup', 'baik']",<FreqDist with 2 samples and 2 outcomes>,[],[],,1
298,298,298,wajah baru,positif,"['wajah', 'baru']",<FreqDist with 2 samples and 2 outcomes>,['wajah'],['wajah'],wajah,1
299,299,299,baik,positif,['baik'],<FreqDist with 1 samples and 1 outcomes>,[],[],,1
300,300,300,pemandangan yang bagus,positif,"['pemandangan', 'yang', 'bagus']",<FreqDist with 3 samples and 3 outcomes>,"['pemandangan', 'bagus']","['pandang', 'bagus']",pandang bagus,1
301,301,301,tempat yang bagus,positif,"['tempat', 'yang', 'bagus']",<FreqDist with 3 samples and 3 outcomes>,['bagus'],['bagus'],bagus,1
302,302,302,baik,positif,['baik'],<FreqDist with 1 samples and 1 outcomes>,[],[],,1
303,303,303,baik,positif,['baik'],<FreqDist with 1 samples and 1 outcomes>,[],[],,1
304,304,304,tempat yang bagus,positif,"['tempat', 'yang', 'bagus']",<FreqDist with 3 samples and 3 outcomes>,['bagus'],['bagus'],bagus,1
305,305,305,bagus,positif,['bagus'],<FreqDist with 1 samples and 1 outcomes>,['bagus'],['bagus'],bagus,1
306,306,306,langkawi,negatif,['langkawi'],<FreqDist with 1 samples and 1 outcomes>,['langkawi'],['langkawi'],langkawi,-1
307,307,307,bagus,positif,['bagus'],<FreqDist with 1 samples and 1 outcomes>,['bagus'],['bagus'],bagus,1
308,308,308,tempat yang bagus,positif,"['tempat', 'yang', 'bagus']",<FreqDist with 3 samples and 3 outcomes>,['bagus'],['bagus'],bagus,1
309,309,309,baik,positif,['baik'],<FreqDist with 1 samples and 1 outcomes>,[],[],,1
310,310,310,tempat yang bagus untuk menyegarkan,positif,"['tempat', 'yang', 'bagus', 'untuk', 'menyegarkan']",<FreqDist with 5 samples and 5 outcomes>,"['bagus', 'menyegarkan']","['bagus', 'segar']",bagus segar,1
311,311,311,perlu dibersihkan,negatif,"['perlu', 'dibersihkan']",<FreqDist with 2 samples and 2 outcomes>,['dibersihkan'],['bersih'],bersih,-1
312,312,312,luar biasa,negatif,"['luar', 'biasa']",<FreqDist with 2 samples and 2 outcomes>,[],[],,-1
313,313,313,matahari terbenam yang indah,positif,"['matahari', 'terbenam', 'yang', 'indah']",<FreqDist with 4 samples and 4 outcomes>,"['matahari', 'terbenam', 'indah']","['matahari', 'benam', 'indah']",matahari benam indah,1
314,314,314,tampan,positif,['tampan'],<FreqDist with 1 samples and 1 outcomes>,['tampan'],['tampan'],tampan,1
315,315,315,pemandangan yang bagus di malam hari,positif,"['pemandangan', 'yang', 'bagus', 'di', 'malam', 'hari']",<FreqDist with 6 samples and 6 outcomes>,"['pemandangan', 'bagus', 'malam']","['pandang', 'bagus', 'malam']",pandang bagus malam,1
316,316,316,matahari terbenam yang menakjubkan,positif,"['matahari', 'terbenam', 'yang', 'menakjubkan']",<FreqDist with 4 samples and 4 outcomes>,"['matahari', 'terbenam', 'menakjubkan']","['matahari', 'benam', 'takjub']",matahari benam takjub,1
317,317,317,pemandangan indah,positif,"['pemandangan', 'indah']",<FreqDist with 2 samples and 2 outcomes>,"['pemandangan', 'indah']","['pandang', 'indah']",pandang indah,1
318,318,318,baik,positif,['baik'],<FreqDist with 1 samples and 1 outcomes>,[],[],,1
319,319,319,bagus,positif,['bagus'],<FreqDist with 1 samples and 1 outcomes>,['bagus'],['bagus'],bagus,1
320,320,320,nikmati,positif,['nikmati'],<FreqDist with 1 samples and 1 outcomes>,['nikmati'],['nikmat'],nikmat,1
321,321,321,pantai yang indah dan orangorang baik di sini,positif,"['pantai', 'yang', 'indah', 'dan', 'orangorang', 'baik', 'di', 'sini']",<FreqDist with 8 samples and 8 outcomes>,"['pantai', 'indah', 'orangorang']","['pantai', 'indah', 'orangorang']",pantai indah orangorang,1
322,322,322,menakjubkan,positif,['menakjubkan'],<FreqDist with 1 samples and 1 outcomes>,['menakjubkan'],['takjub'],takjub,1
323,323,323,baik,positif,['baik'],<FreqDist with 1 samples and 1 outcomes>,[],[],,1
324,324,324,tempat yang bagus,positif,"['tempat', 'yang', 'bagus']",<FreqDist with 3 samples and 3 outcomes>,['bagus'],['bagus'],bagus,1
325,325,325,pemandangan bagus dan bersih,positif,"['pemandangan', 'bagus', 'dan', 'bersih']",<FreqDist with 4 samples and 4 outcomes>,"['pemandangan', 'bagus', 'bersih']","['pandang', 'bagus', 'bersih']",pandang bagus bersih,1
326,326,326,puncak,positif,['puncak'],<FreqDist with 1 samples and 1 outcomes>,['puncak'],['puncak'],puncak,1
327,327,327,jjs,negatif,['jjs'],<FreqDist with 1 samples and 1 outcomes>,['jjs'],['jjs'],jjs,-1
328,328,328,bagus,positif,['bagus'],<FreqDist with 1 samples and 1 outcomes>,['bagus'],['bagus'],bagus,1
329,329,329,baik,positif,['baik'],<FreqDist with 1 samples and 1 outcomes>,[],[],,1
330,330,330,bersih,positif,['bersih'],<FreqDist with 1 samples and 1 outcomes>,['bersih'],['bersih'],bersih,1
331,331,331,tempat yang sangat bagus,positif,"['tempat', 'yang', 'sangat', 'bagus']",<FreqDist with 4 samples and 4 outcomes>,['bagus'],['bagus'],bagus,1
332,332,332,jadi segarkan,negatif,"['jadi', 'segarkan']",<FreqDist with 2 samples and 2 outcomes>,['segarkan'],['segar'],segar,-1
333,333,333,sangat cantik,positif,"['sangat', 'cantik']",<FreqDist with 2 samples and 2 outcomes>,['cantik'],['cantik'],cantik,1
334,334,334,tidak banyak yang bisa dilihat,negatif,"['tidak', 'banyak', 'yang', 'bisa', 'dilihat']",<FreqDist with 5 samples and 5 outcomes>,[],[],,-1
335,335,335,pemandangan bagus kebersihan buruk,positif,"['pemandangan', 'bagus', 'kebersihan', 'buruk']",<FreqDist with 4 samples and 4 outcomes>,"['pemandangan', 'bagus', 'kebersihan', 'buruk']","['pandang', 'bagus', 'bersih', 'buruk']",pandang bagus bersih buruk,1
336,336,336,pantai indah di pagi hari,positif,"['pantai', 'indah', 'di', 'pagi', 'hari']",<FreqDist with 5 samples and 5 outcomes>,"['pantai', 'indah', 'pagi']","['pantai', 'indah', 'pagi']",pantai indah pagi,1
337,337,337,kebebasan terdeteksi,negatif,"['kebebasan', 'terdeteksi']",<FreqDist with 2 samples and 2 outcomes>,"['kebebasan', 'terdeteksi']","['bebas', 'deteksi']",bebas deteksi,-1
338,338,338,tempat yang bagus untuk hangout,positif,"['tempat', 'yang', 'bagus', 'untuk', 'hangout']",<FreqDist with 5 samples and 5 outcomes>,"['bagus', 'hangout']","['bagus', 'hangout']",bagus hangout,1
339,339,339,indonesia yang indah,positif,"['indonesia', 'yang', 'indah']",<FreqDist with 3 samples and 3 outcomes>,"['indonesia', 'indah']","['indonesia', 'indah']",indonesia indah,1
340,340,340,pemandangan indah,positif,"['pemandangan', 'indah']",<FreqDist with 2 samples and 2 outcomes>,"['pemandangan', 'indah']","['pandang', 'indah']",pandang indah,1
341,341,341,baik,positif,['baik'],<FreqDist with 1 samples and 1 outcomes>,[],[],,1
342,342,342,tempat yang menyenangkan,positif,"['tempat', 'yang', 'menyenangkan']",<FreqDist with 3 samples and 3 outcomes>,['menyenangkan'],['senang'],senang,1
343,343,343,ratarata,negatif,['ratarata'],<FreqDist with 1 samples and 1 outcomes>,['ratarata'],['ratarata'],ratarata,-1
344,344,344,nikmati,positif,['nikmati'],<FreqDist with 1 samples and 1 outcomes>,['nikmati'],['nikmat'],nikmat,1
345,345,345,pemandangan indah dengan berbagai kafe,positif,"['pemandangan', 'indah', 'dengan', 'berbagai', 'kafe']",<FreqDist with 5 samples and 5 outcomes>,"['pemandangan', 'indah', 'kafe']","['pandang', 'indah', 'kafe']",pandang indah kafe,1
346,346,346,sungguh pantai yang indah,positif,"['sungguh', 'pantai', 'yang', 'indah']",<FreqDist with 4 samples and 4 outcomes>,"['sungguh', 'pantai', 'indah']","['sungguh', 'pantai', 'indah']",sungguh pantai indah,1
347,347,347,lewati,negatif,['lewati'],<FreqDist with 1 samples and 1 outcomes>,['lewati'],['lewat'],lewat,-1
348,348,348,tempat yang bagus,positif,"['tempat', 'yang', 'bagus']",<FreqDist with 3 samples and 3 outcomes>,['bagus'],['bagus'],bagus,1
349,349,349,luar biasa,positif,"['luar', 'biasa']",<FreqDist with 2 samples and 2 outcomes>,[],[],,1
350,350,350,harus dikunjungi,negatif,"['harus', 'dikunjungi']",<FreqDist with 2 samples and 2 outcomes>,['dikunjungi'],['kunjung'],kunjung,-1
351,351,351,pemandangan indah,positif,"['pemandangan', 'indah']",<FreqDist with 2 samples and 2 outcomes>,"['pemandangan', 'indah']","['pandang', 'indah']",pandang indah,1
352,352,352,pemandangan indah,positif,"['pemandangan', 'indah']",<FreqDist with 2 samples and 2 outcomes>,"['pemandangan', 'indah']","['pandang', 'indah']",pandang indah,1
353,353,353,suasana yang bagus,positif,"['suasana', 'yang', 'bagus']",<FreqDist with 3 samples and 3 outcomes>,"['suasana', 'bagus']","['suasana', 'bagus']",suasana bagus,1
354,354,354,pemandangan yang bagus,positif,"['pemandangan', 'yang', 'bagus']",<FreqDist with 3 samples and 3 outcomes>,"['pemandangan', 'bagus']","['pandang', 'bagus']",pandang bagus,1
355,355,355,sangat cantik,negatif,"['sangat', 'cantik']",<FreqDist with 2 samples and 2 outcomes>,['cantik'],['cantik'],cantik,-1
356,356,356,matahari terbenam yang bagus,positif,"['matahari', 'terbenam', 'yang', 'bagus']",<FreqDist with 4 samples and 4 outcomes>,"['matahari', 'terbenam', 'bagus']","['matahari', 'benam', 'bagus']",matahari benam bagus,1
357,357,357,bagus,positif,['bagus'],<FreqDist with 1 samples and 1 outcomes>,['bagus'],['bagus'],bagus,1
358,358,358,bagus,positif,['bagus'],<FreqDist with 1 samples and 1 outcomes>,['bagus'],['bagus'],bagus,1
359,359,359,ramai,negatif,['ramai'],<FreqDist with 1 samples and 1 outcomes>,['ramai'],['ramai'],ramai,-1
360,360,360,vitamin laut,negatif,"['vitamin', 'laut']",<FreqDist with 2 samples and 2 outcomes>,"['vitamin', 'laut']","['vitamin', 'laut']",vitamin laut,-1
361,361,361,kecantikan penuh,positif,"['kecantikan', 'penuh']",<FreqDist with 2 samples and 2 outcomes>,"['kecantikan', 'penuh']","['cantik', 'penuh']",cantik penuh,1
362,362,362,bagus,positif,['bagus'],<FreqDist with 1 samples and 1 outcomes>,['bagus'],['bagus'],bagus,1
363,363,363,baik,positif,['baik'],<FreqDist with 1 samples and 1 outcomes>,[],[],,1
364,364,364,kerja bagus,positif,"['kerja', 'bagus']",<FreqDist with 2 samples and 2 outcomes>,"['kerja', 'bagus']","['kerja', 'bagus']",kerja bagus,1
365,365,365,pemandangan indah,positif,"['pemandangan', 'indah']",<FreqDist with 2 samples and 2 outcomes>,"['pemandangan', 'indah']","['pandang', 'indah']",pandang indah,1
366,366,366,tempat yang bagus di malam hari,positif,"['tempat', 'yang', 'bagus', 'di', 'malam', 'hari']",<FreqDist with 6 samples and 6 outcomes>,"['bagus', 'malam']","['bagus', 'malam']",bagus malam,1
367,367,367,banyak orang yang jualan jadi menyebalkan,negatif,"['banyak', 'orang', 'yang', 'jualan', 'jadi', 'menyebalkan']",<FreqDist with 6 samples and 6 outcomes>,"['orang', 'jualan', 'menyebalkan']","['orang', 'jual', 'sebal']",orang jual sebal,-1
368,368,368,bagus,positif,['bagus'],<FreqDist with 1 samples and 1 outcomes>,['bagus'],['bagus'],bagus,1
369,369,369,luar biasa,positif,"['luar', 'biasa']",<FreqDist with 2 samples and 2 outcomes>,[],[],,1
370,370,370,tersenyum,positif,['tersenyum'],<FreqDist with 1 samples and 1 outcomes>,['tersenyum'],['senyum'],senyum,1
371,371,371,pantai padang bagus untuk sunset,positif,"['pantai', 'padang', 'bagus', 'untuk', 'sunset']",<FreqDist with 5 samples and 5 outcomes>,"['pantai', 'padang', 'bagus', 'sunset']","['pantai', 'padang', 'bagus', 'sunset']",pantai padang bagus sunset,1
372,372,372,cinta pertama saya,positif,"['cinta', 'pertama', 'saya']",<FreqDist with 3 samples and 3 outcomes>,['cinta'],['cinta'],cinta,1
373,373,373,bagus,positif,['bagus'],<FreqDist with 1 samples and 1 outcomes>,['bagus'],['bagus'],bagus,1
374,374,374,sangat mencintai,positif,"['sangat', 'mencintai']",<FreqDist with 2 samples and 2 outcomes>,['mencintai'],['cinta'],cinta,1
375,375,375,cinta,positif,['cinta'],<FreqDist with 1 samples and 1 outcomes>,['cinta'],['cinta'],cinta,1
376,376,376,baik,positif,['baik'],<FreqDist with 1 samples and 1 outcomes>,[],[],,1
377,377,377,pemandangan matahari terbenam yang bagus,positif,"['pemandangan', 'matahari', 'terbenam', 'yang', 'bagus']",<FreqDist with 5 samples and 5 outcomes>,"['pemandangan', 'matahari', 'terbenam', 'bagus']","['pandang', 'matahari', 'benam', 'bagus']",pandang matahari benam bagus,1
378,378,378,pengalaman terbaik di padang,positif,"['pengalaman', 'terbaik', 'di', 'padang']",<FreqDist with 4 samples and 4 outcomes>,"['pengalaman', 'terbaik', 'padang']","['alam', 'baik', 'padang']",alam baik padang,1
379,379,379,baik,positif,['baik'],<FreqDist with 1 samples and 1 outcomes>,[],[],,1
380,380,380,pantai alami yang bagus,positif,"['pantai', 'alami', 'yang', 'bagus']",<FreqDist with 4 samples and 4 outcomes>,"['pantai', 'alami', 'bagus']","['pantai', 'alami', 'bagus']",pantai alami bagus,1
381,381,381,tempat terbaik untuk melihat matahari terbenam,positif,"['tempat', 'terbaik', 'untuk', 'melihat', 'matahari', 'terbenam']",<FreqDist with 6 samples and 6 outcomes>,"['terbaik', 'matahari', 'terbenam']","['baik', 'matahari', 'benam']",baik matahari benam,1
382,382,382,pantai,negatif,['pantai'],<FreqDist with 1 samples and 1 outcomes>,['pantai'],['pantai'],pantai,-1
383,383,383,pemandangan yang bagus,positif,"['pemandangan', 'yang', 'bagus']",<FreqDist with 3 samples and 3 outcomes>,"['pemandangan', 'bagus']","['pandang', 'bagus']",pandang bagus,1
384,384,384,tempat yang bagus,positif,"['tempat', 'yang', 'bagus']",<FreqDist with 3 samples and 3 outcomes>,['bagus'],['bagus'],bagus,1
385,385,385,tempat yang bagus,positif,"['tempat', 'yang', 'bagus']",<FreqDist with 3 samples and 3 outcomes>,['bagus'],['bagus'],bagus,1
386,386,386,tempatnya bagus banget,positif,"['tempatnya', 'bagus', 'banget']",<FreqDist with 3 samples and 3 outcomes>,"['tempatnya', 'bagus', 'banget']","['tempat', 'bagus', 'banget']",tempat bagus banget,1
387,387,387,salah satu tujuan jika anda pergi ke kota padang,negatif,"['salah', 'satu', 'tujuan', 'jika', 'anda', 'pergi', 'ke', 'kota', 'padang']",<FreqDist with 9 samples and 9 outcomes>,"['salah', 'tujuan', 'pergi', 'kota', 'padang']","['salah', 'tuju', 'pergi', 'kota', 'padang']",salah tuju pergi kota padang,-1
388,388,388,direkomendasikan,negatif,['direkomendasikan'],<FreqDist with 1 samples and 1 outcomes>,['direkomendasikan'],['rekomendasi'],rekomendasi,-1
389,389,389,tempat luar biasa,negatif,"['tempat', 'luar', 'biasa']",<FreqDist with 3 samples and 3 outcomes>,[],[],,-1
390,390,390,tempat yang bagus,positif,"['tempat', 'yang', 'bagus']",<FreqDist with 3 samples and 3 outcomes>,['bagus'],['bagus'],bagus,1
391,391,391,baik,positif,['baik'],<FreqDist with 1 samples and 1 outcomes>,[],[],,1
392,392,392,pemandangan indah,positif,"['pemandangan', 'indah']",<FreqDist with 2 samples and 2 outcomes>,"['pemandangan', 'indah']","['pandang', 'indah']",pandang indah,1
393,393,393,tempat bersantai di hari minggu sore,negatif,"['tempat', 'bersantai', 'di', 'hari', 'minggu', 'sore']",<FreqDist with 6 samples and 6 outcomes>,"['bersantai', 'minggu', 'sore']","['santa', 'minggu', 'sore']",santa minggu sore,-1
394,394,394,pantai bersih hanya perlu lebih banyak fasilitas shower,positif,"['pantai', 'bersih', 'hanya', 'perlu', 'lebih', 'banyak', 'fasilitas', 'shower']",<FreqDist with 8 samples and 8 outcomes>,"['pantai', 'bersih', 'fasilitas', 'shower']","['pantai', 'bersih', 'fasilitas', 'shower']",pantai bersih fasilitas shower,1
395,395,395,baik,positif,['baik'],<FreqDist with 1 samples and 1 outcomes>,[],[],,1
396,396,396,pemandangan matahari terbenam yang indah,positif,"['pemandangan', 'matahari', 'terbenam', 'yang', 'indah']",<FreqDist with 5 samples and 5 outcomes>,"['pemandangan', 'matahari', 'terbenam', 'indah']","['pandang', 'matahari', 'benam', 'indah']",pandang matahari benam indah,1
397,397,397,pemandangan indah,positif,"['pemandangan', 'indah']",<FreqDist with 2 samples and 2 outcomes>,"['pemandangan', 'indah']","['pandang', 'indah']",pandang indah,1
398,398,398,eh kotor mereka meningkatkan jogging track namun,negatif,"['eh', 'kotor', 'mereka', 'meningkatkan', 'jogging', 'track', 'namun']",<FreqDist with 7 samples and 7 outcomes>,"['eh', 'kotor', 'meningkatkan', 'jogging', 'track']","['eh', 'kotor', 'tingkat', 'jogging', 'track']",eh kotor tingkat jogging track,-1
399,399,399,bagus untuk matahari terbenam di tepi pantai purus,positif,"['bagus', 'untuk', 'matahari', 'terbenam', 'di', 'tepi', 'pantai', 'purus']",<FreqDist with 8 samples and 8 outcomes>,"['bagus', 'matahari', 'terbenam', 'tepi', 'pantai', 'purus']","['bagus', 'matahari', 'benam', 'tepi', 'pantai', 'purus']",bagus matahari benam tepi pantai purus,1
400,400,400,bismillahirrahma nirrahim pantai padang sumatera barat adalah pantai yang masya allah indahnya sambil jogging kita bisa menikmati keindahan panoramanya moment ini juga bisa kita waspadai moment untuk ber kodak ria alhamdulillah kita,negatif,"['bismillahirrahma', 'nirrahim', 'pantai', 'padang', 'sumatera', 'barat', 'adalah', 'pantai', 'yang', 'masya', 'allah', 'indahnya', 'sambil', 'jogging', 'kita', 'bisa', 'menikmati', 'keindahan', 'panoramanya', 'moment', 'ini', 'juga', 'bisa', 'kita', 'waspadai', 'moment', 'untuk', 'ber', 'kodak', 'ria', 'alhamdulillah', 'kita']",<FreqDist with 27 samples and 32 outcomes>,"['bismillahirrahma', 'nirrahim', 'pantai', 'padang', 'sumatera', 'barat', 'pantai', 'masya', 'allah', 'indahnya', 'jogging', 'menikmati', 'keindahan', 'panoramanya', 'moment', 'waspadai', 'moment', 'ber', 'kodak', 'ria', 'alhamdulillah']","['bismillahirrahma', 'nirrahim', 'pantai', 'padang', 'sumatera', 'barat', 'pantai', 'masya', 'allah', 'indah', 'jogging', 'nikmat', 'indah', 'panorama', 'moment', 'waspada', 'moment', 'ber', 'kodak', 'ria', 'alhamdulillah']",bismillahirrahma nirrahim pantai padang sumatera barat pantai masya allah indah jogging nikmat indah panorama moment waspada moment ber kodak ria alhamdulillah,-1
401,401,401,kalau ke kota padang jangan lupa main ke pantai padangtempatnya aman dan nyamanbisa untuk orang dewasa dan juga bisa untuk anakapalagi kalau malam hari suasananya semakin ramai karena ada lampulampu yang menambah bagus lokasi pantai,positif,"['kalau', 'ke', 'kota', 'padang', 'jangan', 'lupa', 'main', 'ke', 'pantai', 'padangtempatnya', 'aman', 'dan', 'nyamanbisa', 'untuk', 'orang', 'dewasa', 'dan', 'juga', 'bisa', 'untuk', 'anakapalagi', 'kalau', 'malam', 'hari', 'suasananya', 'semakin', 'ramai', 'karena', 'ada', 'lampulampu', 'yang', 'menambah', 'bagus', 'lokasi', 'pantai']",<FreqDist with 30 samples and 35 outcomes>,"['kota', 'padang', 'lupa', 'main', 'pantai', 'padangtempatnya', 'aman', 'nyamanbisa', 'orang', 'dewasa', 'anakapalagi', 'malam', 'suasananya', 'ramai', 'lampulampu', 'menambah', 'bagus', 'lokasi', 'pantai']","['kota', 'padang', 'lupa', 'main', 'pantai', 'padangtempatnya', 'aman', 'nyamanbisa', 'orang', 'dewasa', 'anakapalagi', 'malam', 'suasana', 'ramai', 'lampulampu', 'tambah', 'bagus', 'lokasi', 'pantai']",kota padang lupa main pantai padangtempatnya aman nyamanbisa orang dewasa anakapalagi malam suasana ramai lampulampu tambah bagus lokasi pantai,1
402,402,402,pantainya bersih tertata rapi untuk pengunjung bersantai cukup nyaman parkir ada di bahu jalan tapi biasa asli pantai bersih tertata rapi untuk para pengunjung untuk bersantai cukup nyamam parkir di bahu jalan tapi teratur,positif,"['pantainya', 'bersih', 'tertata', 'rapi', 'untuk', 'pengunjung', 'bersantai', 'cukup', 'nyaman', 'parkir', 'ada', 'di', 'bahu', 'jalan', 'tapi', 'biasa', 'asli', 'pantai', 'bersih', 'tertata', 'rapi', 'untuk', 'para', 'pengunjung', 'untuk', 'bersantai', 'cukup', 'nyamam', 'parkir', 'di', 'bahu', 'jalan', 'tapi', 'teratur']",<FreqDist with 21 samples and 34 outcomes>,"['pantainya', 'bersih', 'tertata', 'rapi', 'pengunjung', 'bersantai', 'nyaman', 'parkir', 'bahu', 'jalan', 'asli', 'pantai', 'bersih', 'tertata', 'rapi', 'pengunjung', 'bersantai', 'nyamam', 'parkir', 'bahu', 'jalan', 'teratur']","['pantai', 'bersih', 'tata', 'rapi', 'unjung', 'santa', 'nyaman', 'parkir', 'bahu', 'jalan', 'asli', 'pantai', 'bersih', 'tata', 'rapi', 'unjung', 'santa', 'nyamam', 'parkir', 'bahu', 'jalan', 'atur']",pantai bersih tata rapi unjung santa nyaman parkir bahu jalan asli pantai bersih tata rapi unjung santa nyamam parkir bahu jalan atur,1
403,403,403,pantainya bagus dan semoga kebersihan pantai tetap terjaga,negatif,"['pantainya', 'bagus', 'dan', 'semoga', 'kebersihan', 'pantai', 'tetap', 'terjaga']",<FreqDist with 8 samples and 8 outcomes>,"['pantainya', 'bagus', 'semoga', 'kebersihan', 'pantai', 'terjaga']","['pantai', 'bagus', 'moga', 'bersih', 'pantai', 'jaga']",pantai bagus moga bersih pantai jaga,-1
404,404,404,pantai dengan nama lain taplautapi lauiik artinya tepi laut pantai berada di antara muaro padang dan muaro lasak pemerintah kota padang telah mendesain ulang pantai muaro lasak menjadi menawan untuk dikunjungi sembari menunggu,positif,"['pantai', 'dengan', 'nama', 'lain', 'taplautapi', 'lauiik', 'artinya', 'tepi', 'laut', 'pantai', 'berada', 'di', 'antara', 'muaro', 'padang', 'dan', 'muaro', 'lasak', 'pemerintah', 'kota', 'padang', 'telah', 'mendesain', 'ulang', 'pantai', 'muaro', 'lasak', 'menjadi', 'menawan', 'untuk', 'dikunjungi', 'sembari', 'menunggu']",<FreqDist with 27 samples and 33 outcomes>,"['pantai', 'nama', 'taplautapi', 'lauiik', 'tepi', 'laut', 'pantai', 'muaro', 'padang', 'muaro', 'lasak', 'pemerintah', 'kota', 'padang', 'mendesain', 'ulang', 'pantai', 'muaro', 'lasak', 'menawan', 'dikunjungi', 'sembari', 'menunggu']","['pantai', 'nama', 'taplautapi', 'lauiik', 'tepi', 'laut', 'pantai', 'muaro', 'padang', 'muaro', 'lasak', 'perintah', 'kota', 'padang', 'desain', 'ulang', 'pantai', 'muaro', 'lasak', 'tawan', 'kunjung', 'sembari', 'tunggu']",pantai nama taplautapi lauiik tepi laut pantai muaro padang muaro lasak perintah kota padang desain ulang pantai muaro lasak tawan kunjung sembari tunggu,1
405,405,405,tempatnya wow banget semoga yang penasaran cobain apalagi menjelang sunset asli tempatnya wow banget boleh yg penasaran cobain sebelum matahari terbenam,positif,"['tempatnya', 'wow', 'banget', 'semoga', 'yang', 'penasaran', 'cobain', 'apalagi', 'menjelang', 'sunset', 'asli', 'tempatnya', 'wow', 'banget', 'boleh', 'yg', 'penasaran', 'cobain', 'sebelum', 'matahari', 'terbenam']",<FreqDist with 16 samples and 21 outcomes>,"['tempatnya', 'wow', 'banget', 'semoga', 'penasaran', 'cobain', 'menjelang', 'sunset', 'asli', 'tempatnya', 'wow', 'banget', 'yg', 'penasaran', 'cobain', 'matahari', 'terbenam']","['tempat', 'wow', 'banget', 'moga', 'penasaran', 'cobain', 'jelang', 'sunset', 'asli', 'tempat', 'wow', 'banget', 'yg', 'penasaran', 'cobain', 'matahari', 'benam']",tempat wow banget moga penasaran cobain jelang sunset asli tempat wow banget yg penasaran cobain matahari benam,1
406,406,406,ok tempat menikmati sore hari di kota padang disepanjang perjalanan banyak terdapat kafe pinggir pantai yang sederhana namun cocok untuk hang out hobby menikmati keindahan pantai padang pantai yang bagus terima kasih,positif,"['ok', 'tempat', 'menikmati', 'sore', 'hari', 'di', 'kota', 'padang', 'disepanjang', 'perjalanan', 'banyak', 'terdapat', 'kafe', 'pinggir', 'pantai', 'yang', 'sederhana', 'namun', 'cocok', 'untuk', 'hang', 'out', 'hobby', 'menikmati', 'keindahan', 'pantai', 'padang', 'pantai', 'yang', 'bagus', 'terima', 'kasih']",<FreqDist with 27 samples and 32 outcomes>,"['ok', 'menikmati', 'sore', 'kota', 'padang', 'disepanjang', 'perjalanan', 'kafe', 'pinggir', 'pantai', 'sederhana', 'cocok', 'hang', 'out', 'hobby', 'menikmati', 'keindahan', 'pantai', 'padang', 'pantai', 'bagus', 'terima', 'kasih']","['ok', 'nikmat', 'sore', 'kota', 'padang', 'panjang', 'jalan', 'kafe', 'pinggir', 'pantai', 'sederhana', 'cocok', 'hang', 'out', 'hobby', 'nikmat', 'indah', 'pantai', 'padang', 'pantai', 'bagus', 'terima', 'kasih']",ok nikmat sore kota padang panjang jalan kafe pinggir pantai sederhana cocok hang out hobby nikmat indah pantai padang pantai bagus terima kasih,1
